enrollment_id,X_train_feature,dropout_train
6473,7 77 7 7 20 16,1
6474,11 21 1 2 1 6,1
6475,10 91 2 2 2 13,1
6476,22 195 4 5 23 56,0
6477,1 1 1 1 1 0,1
6478,7 12 1 1 3 3,1
6479,5 1 1 1 1 0,1
6480,7 153 5 7 29 11,1
6481,3 159 6 8 16 2,0
6482,23 1 1 1 1 0,1
6483,25 95 2 5 5 16,1
6484,4 1 1 1 1 0,1
6485,3 340 10 6 46 45,0
6486,4 1 1 1 1 0,1
6487,7 19 1 3 3 4,1
6488,15 19 1 2 3 4,1
6489,18 58 2 1 7 9,1
6490,26 39 3 3 9 7,1
6491,16 7 1 1 2 2,0
6492,4 33 2 2 18 0,1
6493,11 51 3 4 4 8,1
6494,28 2 2 2 2 0,1
6495,25 1 1 1 1 0,1
6496,16 1 1 1 1 0,1
6497,7 14 2 2 4 2,1
6498,13 8 1 2 1 2,1
6499,18 16 2 2 3 4,1
6500,2 1 1 1 1 0,1
6501,16 2 1 1 2 0,1
6502,1 170 8 9 18 39,0
6503,13 72 4 10 1 12,0
6504,15 50 4 3 6 13,1
6505,30 20 3 5 6 4,0
6506,27 36 1 1 6 5,1
6507,7 51 4 5 14 14,0
6508,15 13 2 2 5 3,1
6509,10 1 1 1 1 0,1
6510,9 12 1 1 2 1,1
6511,11 34 3 5 6 8,0
6512,7 12 3 4 3 1,1
6513,7 384 24 17 37 99,0
6514,1 33 4 4 6 5,0
6515,22 399 11 8 50 15,0
6516,11 25 1 2 1 8,1
6517,1 56 1 2 8 11,1
6518,1 23 1 2 8 0,1
6519,6 335 10 9 31 51,1
6520,7 13 1 3 1 1,1
6521,13 350 10 12 42 62,0
6522,1 1 1 1 1 0,1
6523,1 3 1 2 3 0,1
6524,33 1 1 1 1 0,1
6525,18 4 1 1 1 1,1
6526,7 110 4 5 19 25,0
6527,7 5 1 1 1 1,1
6528,11 29 1 1 2 1,1
6529,3 1 1 1 3 0,1
6530,0 69 4 9 17 2,1
6531,2 8 1 2 1 2,1
6532,25 1 1 1 1 0,1
6533,26 9 2 3 7 10,1
6534,32 1 1 1 1 0,1
6535,15 1052 15 15 126 199,0
6536,33 2 1 1 2 0,1
6537,4 393 7 7 68 78,0
6538,14 210 11 11 19 37,0
6539,4 13 1 1 3 4,1
6540,9 13 1 3 1 4,1
6541,26 17 1 2 3 4,1
6542,1 9 1 1 2 2,1
6543,26 42 1 1 2 4,1
6544,4 2 1 1 2 0,1
6545,1 5 1 1 2 0,1
6546,31 10 2 2 3 1,1
6547,31 61 2 3 11 8,1
6548,10 8 1 1 4 1,1
6549,4 9 1 1 3 0,1
6550,2 1 1 1 1 0,1
6551,4 1 1 1 1 0,0
6552,4 45 4 5 6 12,1
6553,22 462 13 14 48 72,0
6554,9 39 2 4 14 7,1
6555,4 76 6 7 30 4,1
6556,38 5 1 2 1 1,1
6557,18 7 1 1 3 1,1
6558,18 30 2 4 4 1,1
6559,7 1 1 1 1 1,1
6560,1 32 1 2 2 10,1
6561,1 20 1 2 4 0,1
6562,1 14 1 2 3 3,1
6563,3 23 2 3 7 5,1
6564,4 1 1 1 1 0,1
6565,11 5 1 2 2 1,1
6566,11 1 1 1 1 0,1
6567,14 231 6 6 37 20,1
6568,2 34 2 2 6 6,1
6569,4 265 10 9 28 74,1
6570,9 1 1 1 1 0,1
6571,0 26 2 3 2 3,1
6572,28 3 1 1 3 0,1
6573,22 27 2 2 9 2,1
6574,25 33 1 1 11 6,1
6575,4 21 2 2 5 5,1
6576,11 16 1 1 4 4,1
6577,13 12 2 2 3 4,1
6578,3 18 1 1 2 4,1
6579,22 7 2 2 2 1,1
6580,4 1 1 1 1 0,0
6581,28 1 1 1 1 0,1
6582,19 40 2 4 5 7,1
6583,16 8 1 1 8 0,0
6584,6 1 1 1 1 0,1
6585,4 167 5 9 24 15,0
6586,11 30 1 1 6 6,1
6587,23 67 6 4 21 4,1
6588,15 9 2 2 3 0,1
6589,16 9 2 3 9 0,1
6590,9 19 3 3 6 1,1
6591,11 404 6 11 11 113,0
6592,22 311 10 18 25 82,0
6593,7 119 5 6 16 21,1
6594,16 3 1 1 3 0,1
6595,37 18 2 2 8 3,1
6596,14 59 2 4 10 6,1
6597,29 35 2 3 2 3,1
6598,7 245 14 13 54 42,0
6599,16 26 2 1 5 7,1
6600,37 1 1 1 1 0,1
6601,2 1 1 1 1 0,1
6602,26 8 1 1 1 1,1
6603,0 1 1 1 1 0,1
6604,27 698 24 13 99 155,0
6605,13 1 1 1 1 0,1
6606,11 13 1 1 2 2,1
6607,31 12 1 2 2 1,1
6608,1 49 4 7 12 12,1
6609,11 24 1 2 4 5,1
6610,7 1 1 2 6 3,1
6611,15 16 1 1 5 3,1
6612,30 14 2 3 3 1,1
6613,4 6 1 1 3 1,1
6614,32 1 1 1 1 0,1
6615,3 95 4 6 12 22,1
6616,15 10 1 1 2 2,1
6617,11 13 1 1 8 1,1
6618,23 8 1 1 3 1,1
6619,11 245 3 5 16 53,0
6620,16 27 2 3 12 4,1
6621,27 1 1 1 1 0,1
6622,1 209 7 6 24 54,0
6623,11 10 1 1 5 1,1
6624,26 33 1 1 10 6,1
6625,6 79 1 3 3 13,1
6626,15 8 1 1 1 2,1
6627,4 22 1 1 6 3,1
6628,20 4 1 1 1 1,1
6629,13 1 1 1 1 0,1
6630,1 2 1 1 2 0,1
6631,26 314 10 8 34 42,0
6632,14 178 6 6 18 31,1
6633,34 16 1 2 2 0,0
6634,24 170 11 9 22 23,1
6635,17 52 2 3 8 6,1
6636,17 3 1 2 1 0,1
6637,15 33 1 2 7 5,1
6638,7 1 1 1 1 0,1
6639,5 316 4 5 15 47,1
6640,9 3 1 1 2 0,1
6641,4 2 1 1 2 0,1
6642,18 1 1 1 1 0,1
6643,30 18 3 5 3 1,1
6644,3 443 16 10 37 41,0
6645,18 60 2 2 6 7,1
6646,14 18 1 1 4 1,1
6647,9 49 2 3 4 11,0
6648,15 6 1 1 5 0,1
6649,7 8 1 1 4 1,1
6650,17 16 1 1 1 2,1
6651,34 304 12 18 66 57,1
6652,7 31 1 1 9 3,1
6653,26 162 1 1 2 21,1
6654,1 115 2 6 18 12,1
6655,26 64 1 2 12 5,1
6656,7 33 1 1 8 2,1
6657,8 1 1 1 1 0,1
6658,15 16 2 2 4 4,0
6659,4 8 1 1 3 2,1
6660,11 97 1 3 7 19,1
6661,4 208 13 7 43 56,1
6662,25 21 3 3 3 5,0
6663,27 12 1 2 5 1,1
6664,10 138 5 6 14 4,1
6665,1 49 4 6 14 12,1
6666,7 10 1 1 3 1,1
6667,15 5 1 1 5 0,1
6668,31 1 1 1 1 0,1
6669,18 1 1 1 1 0,1
6670,18 6 1 1 2 1,1
6671,18 67 5 5 11 18,0
6672,7 162 4 6 23 37,1
6673,15 12 1 1 5 2,1
6674,7 29 1 1 12 2,1
6675,28 12 1 1 7 1,1
6676,15 24 1 1 8 5,1
6677,4 8 1 3 2 1,1
6678,16 11 2 2 8 1,1
6679,11 10 1 1 2 1,1
6680,14 94 5 7 9 19,1
6681,1 2 1 1 2 0,1
6682,15 1 1 2 1 2,1
6683,16 5 4 5 10 0,1
6684,1 2 1 1 2 0,1
6685,7 22 2 2 4 3,1
6686,11 178 3 7 14 37,0
6687,11 72 3 5 4 4,0
6688,9 48 2 4 2 14,1
6689,3 1 1 1 1 0,1
6690,18 46 3 4 9 10,1
6691,7 2 1 1 2 0,1
6692,19 18 1 3 2 1,1
6693,15 23 2 2 3 5,1
6694,16 284 9 13 7 5,0
6695,1 9 3 3 4 0,1
6696,7 16 1 2 4 1,1
6697,4 22 1 1 8 3,1
6698,31 5 1 2 5 0,1
6699,33 1 1 1 1 0,1
6700,28 1 1 1 1 0,1
6701,7 14 1 1 1 1,1
6702,11 28 3 3 13 4,1
6703,17 1 1 1 1 0,1
6704,11 95 2 5 16 23,1
6705,21 1 1 1 1 0,1
6706,6 112 3 5 7 17,0
6707,22 70 5 10 34 62,0
6708,9 13 2 3 4 1,1
6709,4 37 2 2 6 9,0
6710,22 261 6 10 24 87,0
6711,18 31 4 4 7 3,1
6712,9 66 1 8 6 19,1
6713,21 211 3 4 7 15,0
6714,0 1 1 1 1 0,1
6715,3 19 1 3 3 4,1
6716,7 1 1 1 1 0,1
6717,0 77 4 7 14 7,1
6718,10 9 1 2 5 1,1
6719,10 18 2 3 3 4,1
6720,18 1 1 1 1 0,1
6721,16 6 2 2 3 1,1
6722,11 105 2 3 4 34,1
6723,28 18 1 2 2 6,1
6724,2 13 1 1 2 4,0
6725,7 48 1 5 12 5,1
6726,22 4 1 2 4 0,1
6727,13 353 11 11 35 68,1
6728,0 4 1 2 4 0,1
6729,21 1 1 1 1 0,1
6730,6 1 1 1 1 0,1
6731,4 9 1 1 4 2,1
6732,2 6 1 1 3 0,1
6733,33 6 1 1 2 1,1
6734,11 115 3 6 21 23,1
6735,11 16 1 1 2 3,1
6736,25 47 4 4 13 11,1
6737,27 1 1 1 1 0,1
6738,19 1 1 1 1 0,1
6739,24 79 7 5 9 17,0
6740,23 2 1 1 2 0,1
6741,15 61 1 2 13 15,1
6742,2 10 1 1 3 1,1
6743,23 16 1 1 5 1,1
6744,15 47 1 3 5 12,1
6745,2 1 1 1 1 0,1
6746,4 981 18 17 153 131,0
6747,4 274 6 10 24 64,1
6748,1 206 9 11 37 11,0
6749,31 538 12 10 44 77,0
6750,18 23 2 2 4 6,1
6751,3 60 3 2 7 3,1
6752,20 42 1 2 6 1,1
6753,4 72 3 4 5 19,1
6754,9 159 5 6 15 28,1
6755,16 2 1 1 2 0,1
6756,7 64 10 8 12 15,1
6757,10 1 1 1 1 0,1
6758,15 1 1 1 1 0,1
6759,8 73 1 5 2 0,1
6760,1 1 1 1 1 0,0
6761,15 31 6 4 15 5,1
6762,8 41 1 3 9 10,1
6763,4 33 2 2 6 10,1
6764,3 35 1 1 7 7,1
6765,7 31 1 2 3 4,1
6766,7 82 3 7 10 17,0
6767,18 7 1 2 3 1,1
6768,7 113 2 3 12 21,1
6769,2 3 1 1 3 0,1
6770,14 11 1 1 4 2,1
6771,3 49 4 4 4 0,1
6772,30 31 2 2 4 6,1
6773,10 2 1 1 2 0,1
6774,7 74 1 3 4 17,0
6775,11 2 1 1 2 0,0
6776,23 31 1 2 5 1,1
6777,3 25 2 2 6 3,0
6778,22 1 1 1 1 0,1
6779,16 14 5 5 11 1,1
6780,15 13 1 2 2 3,0
6781,10 110 2 5 6 9,1
6782,18 1 1 1 1 0,1
6783,37 2 1 1 2 0,1
6784,15 416 16 14 34 92,0
6785,1 2 1 1 2 0,1
6786,7 1 1 1 1 0,1
6787,11 37 3 3 4 11,1
6788,16 1 1 1 1 0,1
6789,11 13 1 1 2 1,1
6790,30 179 2 4 3 36,0
6791,1 27 3 3 8 1,1
6792,16 2 1 1 2 0,1
6793,12 167 6 6 12 3,1
6794,18 21 2 4 3 2,0
6795,11 41 3 4 9 6,1
6796,6 1 1 1 1 0,1
6797,7 16 1 1 5 2,1
6798,11 11 1 2 2 1,0
6799,5 56 2 3 4 7,1
6800,26 1 1 1 1 0,1
6801,1 46 1 1 4 8,1
6802,7 11 3 2 3 0,1
6803,7 11 1 1 2 1,1
6804,11 97 4 4 8 20,1
6805,4 8 1 1 5 1,1
6806,16 47 1 2 3 4,0
6807,4 47 1 3 5 12,1
6808,16 3 1 1 3 0,1
6809,3 11 1 2 2 1,1
6810,3 8 1 1 4 1,1
6811,26 1 1 1 1 0,1
6812,14 1 1 1 4 1,1
6813,4 28 2 2 3 8,1
6814,10 4 1 2 4 0,1
6815,15 12 2 3 8 7,0
6816,13 181 8 11 23 50,1
6817,6 2 1 1 2 0,1
6818,4 33 3 2 7 13,1
6819,17 28 2 1 11 3,1
6820,7 205 6 8 35 35,0
6821,15 7 1 1 2 1,1
6822,27 283 8 12 26 54,0
6823,18 706 16 12 79 67,0
6824,31 49 3 4 14 4,1
6825,12 353 4 5 13 4,0
6826,9 6 1 1 2 1,1
6827,8 1 1 1 1 0,1
6828,15 169 2 5 13 35,0
6829,13 18 2 4 5 4,1
6830,12 12 1 2 2 3,1
6831,9 194 7 6 19 27,0
6832,7 27 2 3 8 2,1
6833,11 12 1 1 1 1,1
6834,21 272 4 7 40 37,1
6835,21 9 1 2 3 2,1
6836,4 15 1 1 4 4,1
6837,21 37 1 3 9 3,1
6838,8 13 1 1 6 1,0
6839,10 3 1 1 2 0,1
6840,17 9 1 1 3 1,1
6841,36 31 1 2 7 1,1
6842,10 19 1 2 3 2,1
6843,4 16 2 3 1 5,1
6844,1 157 5 9 12 41,0
6845,13 7 2 2 3 1,1
6846,26 1309 14 11 84 141,0
6847,4 24 2 2 5 6,1
6848,28 24 1 1 7 7,1
6849,38 17 1 2 11 1,1
6850,28 22 1 2 4 8,1
6851,16 24 3 3 8 5,1
6852,1 14 1 1 6 2,1
6853,9 47 2 2 3 10,1
6854,24 1 1 1 1 0,1
6855,18 227 6 12 46 44,0
6856,9 30 1 3 2 8,1
6857,22 47 3 3 6 0,0
6858,7 6 1 1 2 1,1
6859,13 53 6 6 12 25,0
6860,15 561 7 9 109 112,0
6861,4 5 1 1 5 0,1
6862,18 200 7 8 29 20,0
6863,18 203 9 7 18 45,0
6864,25 1 1 1 1 0,0
6865,26 10 1 1 2 2,1
6866,7 115 8 10 19 27,0
6867,11 21 1 1 2 3,1
6868,16 12 1 1 3 4,1
6869,9 5 1 1 1 1,1
6870,1 1 1 1 1 0,1
6871,14 8 1 1 4 0,1
6872,15 49 2 4 4 14,1
6873,1 2 1 1 2 0,1
6874,11 1 1 1 1 0,1
6875,0 7 1 1 3 1,1
6876,13 1 1 2 1 1,1
6877,15 176 9 4 11 37,0
6878,18 16 1 1 3 4,1
6879,8 25 2 4 2 8,1
6880,15 17 1 1 1 4,1
6881,9 5 1 1 1 1,1
6882,11 13 1 1 2 2,1
6883,7 30 1 2 4 2,1
6884,12 69 2 4 5 8,1
6885,4 439 19 10 44 115,0
6886,11 43 4 4 7 7,1
6887,15 1 1 1 1 0,1
6888,1 8 1 1 3 1,1
6889,15 160 3 5 21 45,0
6890,11 24 2 4 4 4,1
6891,7 80 3 4 8 8,1
6892,11 17 1 2 4 1,1
6893,18 174 9 10 30 5,0
6894,17 222 7 11 18 29,0
6895,18 6 1 1 2 1,1
6896,16 4 1 1 4 0,1
6897,9 1 1 2 3 3,1
6898,15 75 3 4 12 13,1
6899,15 41 2 3 8 10,1
6900,13 2 2 2 2 0,0
6901,30 1 1 1 1 0,1
6902,11 12 1 1 2 0,1
6903,15 313 7 11 40 96,1
6904,6 16 1 1 2 4,0
6905,2 8 2 4 2 4,1
6906,38 1 1 1 1 0,1
6907,7 2 1 1 2 0,1
6908,37 10 2 3 10 0,0
6909,16 2 2 2 2 0,1
6910,11 1 1 3 6 3,1
6911,18 6 1 1 1 1,1
6912,15 16 1 2 1 4,1
6913,9 27 1 1 4 4,1
6914,1 56 2 4 4 1,1
6915,0 3 2 2 2 0,1
6916,11 19 1 2 6 4,1
6917,21 1 1 1 1 0,1
6918,15 105 7 11 13 30,1
6919,21 1 1 1 1 0,1
6920,14 9 1 1 1 2,1
6921,4 201 9 11 30 40,0
6922,18 47 3 3 6 2,1
6923,23 139 2 3 21 21,1
6924,27 36 4 6 11 0,1
6925,11 56 1 1 5 5,1
6926,15 59 3 8 18 16,1
6927,0 1 1 1 1 0,1
6928,4 196 8 8 40 14,0
6929,9 1 1 1 1 0,1
6930,14 3 2 2 3 0,1
6931,21 1 1 1 1 0,1
6932,7 1 1 1 1 0,1
6933,15 8 1 1 2 2,1
6934,24 1 1 1 1 0,1
6935,0 17 2 2 3 4,1
6936,4 171 12 10 25 10,0
6937,14 1 1 2 14 5,1
6938,8 93 3 4 6 28,1
6939,20 11 1 2 4 1,1
6940,22 39 1 1 3 13,1
6941,7 322 12 9 51 50,0
6942,4 86 2 5 10 28,0
6943,13 5 1 2 2 0,1
6944,12 2 1 1 2 0,1
6945,7 1 1 3 6 0,1
6946,25 10 2 3 1 0,1
6947,8 7 1 2 1 1,1
6948,0 46 1 1 5 1,1
6949,9 2 1 1 2 0,1
6950,4 131 9 13 12 8,0
6951,8 5 1 1 2 1,1
6952,16 2 1 1 2 0,1
6953,18 24 1 2 5 0,1
6954,7 198 15 15 43 14,0
6955,7 6 1 1 2 1,1
6956,2 6 1 1 2 1,1
6957,4 190 7 7 29 67,0
6958,8 1 1 1 1 0,1
6959,16 333 4 8 17 27,1
6960,15 81 1 2 16 18,1
6961,14 66 3 4 4 15,1
6962,15 24 1 1 8 5,1
6963,5 50 1 2 2 14,1
6964,6 5 1 1 1 1,1
6965,7 13 3 2 6 0,1
6966,0 4 1 1 4 0,1
6967,34 3 1 2 3 0,1
6968,23 3 1 1 3 0,1
6969,15 63 3 5 16 16,1
6970,6 13 1 1 2 3,1
6971,5 22 2 2 5 7,1
6972,11 65 2 3 9 18,0
6973,2 2 1 1 2 0,1
6974,7 14 1 1 5 2,1
6975,18 3 1 1 3 0,1
6976,15 48 4 4 7 11,1
6977,16 1 1 1 1 0,1
6978,15 23 1 2 4 6,1
6979,1 14 1 1 3 4,1
6980,17 25 2 3 2 7,1
6981,9 51 2 1 15 10,1
6982,13 5 1 1 1 1,1
6983,8 1 1 1 1 0,1
6984,9 27 5 4 6 6,1
6985,1 106 2 6 12 13,1
6986,12 171 3 4 16 31,1
6987,18 195 9 7 9 39,0
6988,11 27 6 6 18 1,1
6989,4 17 1 2 3 5,0
6990,7 2 1 1 2 0,1
6991,7 2 1 1 2 0,1
6992,7 44 2 2 2 4,1
6993,34 7 1 1 3 1,0
6994,10 1 1 1 5 0,1
6995,1 131 6 9 11 30,1
6996,7 6 2 2 4 1,0
6997,34 10 1 2 5 1,1
6998,4 6 1 1 3 1,1
6999,15 133 7 5 4 34,1
7000,0 103 2 4 6 6,1
7001,0 856 9 16 53 59,0
7002,23 1 1 1 1 0,1
7003,21 1 1 1 1 0,1
7004,7 6 1 1 1 1,1
7005,11 11 1 1 2 1,1
7006,4 20 1 2 5 0,1
7007,30 5 1 1 1 1,1
7008,25 1 1 1 1 0,1
7009,1 13 1 1 8 1,1
7010,22 17 1 1 3 5,0
7011,7 43 2 4 6 7,1
7012,1 2 1 1 2 0,1
7013,4 74 3 7 7 22,1
7014,16 185 5 10 17 33,1
7015,22 1 1 1 1 0,1
7016,10 1 1 1 1 0,1
7017,37 1 1 1 1 0,1
7018,11 5 1 1 2 1,1
7019,4 63 1 2 9 17,1
7020,25 8 1 1 3 1,1
7021,11 64 3 4 5 16,0
7022,31 1 1 1 1 0,1
7023,28 82 6 6 12 18,1
7024,11 9 1 2 2 1,1
7025,15 10 1 1 6 1,1
7026,9 9 1 1 3 2,1
7027,20 35 2 5 5 3,1
7028,7 57 1 3 13 5,1
7029,25 9 2 2 5 1,0
7030,18 43 1 3 1 13,1
7031,4 43 3 3 4 12,1
7032,15 172 5 8 14 41,1
7033,15 20 1 2 8 3,1
7034,0 5 1 2 3 0,1
7035,14 5 1 1 1 1,1
7036,14 12 1 2 8 1,1
7037,16 11 2 2 7 1,1
7038,4 330 20 11 16 95,0
7039,20 10 1 2 8 0,0
7040,21 9 1 1 5 1,1
7041,26 2 1 1 2 0,1
7042,11 55 3 3 3 2,1
7043,31 2 1 1 2 0,1
7044,9 1 1 1 1 0,1
7045,4 69 5 7 8 11,0
7046,3 519 11 12 37 165,1
7047,0 2 1 1 2 0,1
7048,1 1 1 1 1 0,1
7049,7 30 2 2 7 3,1
7050,4 10 1 1 6 0,1
7051,11 76 3 6 7 16,1
7052,21 56 1 3 13 1,1
7053,16 458 15 13 55 43,0
7054,4 201 11 7 21 5,0
7055,18 1 1 1 1 0,1
7056,13 16 1 2 6 3,1
7057,3 4 1 1 1 1,1
7058,0 4 1 2 2 0,1
7059,0 1 1 1 1 0,1
7060,0 9 3 3 5 1,1
7061,7 90 2 3 16 8,1
7062,18 14 2 2 3 3,1
7063,8 3 1 2 1 0,1
7064,1 29 2 4 4 2,1
7065,34 91 1 3 5 8,1
7066,4 2 1 1 2 0,1
7067,25 1 1 1 7 6,1
7068,4 15 1 1 11 1,1
7069,34 133 6 10 10 15,0
7070,12 111 6 6 9 13,1
7071,16 1 1 1 1 0,1
7072,9 25 2 2 10 5,1
7073,24 15 1 1 2 4,1
7074,15 136 3 6 11 32,1
7075,0 190 12 13 13 9,0
7076,3 48 2 3 10 13,1
7077,4 2 1 1 2 0,1
7078,20 9 1 2 5 1,0
7079,8 18 2 2 4 2,1
7080,3 143 3 4 4 4,1
7081,12 474 4 17 14 100,0
7082,8 20 1 2 2 6,1
7083,1 7 1 2 2 1,1
7084,10 7 1 1 4 1,1
7085,1 361 12 13 29 97,0
7086,34 2 1 1 2 0,0
7087,16 6 1 2 1 2,1
7088,35 1 1 1 1 0,1
7089,26 1 1 1 1 0,1
7090,7 6 1 1 3 1,1
7091,14 11 1 2 1 3,1
7092,21 31 2 3 3 9,1
7093,21 6 1 2 2 1,1
7094,27 19 1 1 4 5,1
7095,18 16 1 1 3 4,1
7096,7 233 14 12 29 46,0
7097,17 121 6 5 6 19,0
7098,30 6 1 1 2 1,1
7099,23 14 1 1 3 2,1
7100,5 2 2 2 2 0,0
7101,18 99 4 6 5 1,0
7102,33 286 11 10 48 37,0
7103,1 12 1 1 7 0,1
7104,4 16 1 1 8 0,1
7105,6 100 2 5 3 10,1
7106,18 105 3 6 7 20,0
7107,13 410 12 18 50 104,0
7108,15 79 5 4 6 23,1
7109,14 2 1 1 2 0,1
7110,11 48 4 4 4 12,0
7111,11 1 1 1 1 0,0
7112,27 8 1 3 7 0,1
7113,7 88 1 4 9 15,1
7114,35 50 4 5 6 15,1
7115,4 146 7 10 35 0,0
7116,14 117 5 10 11 27,1
7117,15 303 8 12 23 60,0
7118,18 85 1 1 1 6,0
7119,15 293 12 14 35 69,0
7120,5 12 2 4 5 1,1
7121,36 1 1 1 1 0,1
7122,1 2 2 2 2 0,1
7123,16 2 1 1 2 0,1
7124,21 36 1 2 11 1,1
7125,18 6 1 1 2 1,1
7126,15 2 1 1 2 0,1
7127,4 11 2 2 2 3,1
7128,2 13 1 1 3 1,1
7129,7 1 1 1 1 0,1
7130,31 2 1 1 2 0,1
7131,18 5 1 1 2 0,1
7132,21 1 1 1 1 0,1
7133,10 10 2 2 4 2,1
7134,25 44 4 4 10 5,0
7135,11 12 1 1 2 1,1
7136,10 3 1 1 3 0,1
7137,26 229 7 10 23 26,1
7138,7 9 1 1 2 1,1
7139,37 1 1 1 1 0,1
7140,9 4 1 1 4 0,1
7141,13 6 3 5 2 0,1
7142,18 170 5 6 8 33,0
7143,29 1 1 1 1 0,1
7144,7 79 6 5 10 25,1
7145,12 1 1 1 1 0,1
7146,16 12 1 3 7 0,1
7147,1 11 1 1 9 0,1
7148,7 175 11 10 27 23,0
7149,15 88 3 6 20 19,0
7150,5 2 1 1 2 0,1
7151,7 136 7 8 20 23,0
7152,15 11 1 1 4 2,1
7153,7 113 4 5 21 13,0
7154,1 1 1 1 1 0,1
7155,7 72 1 3 15 11,1
7156,7 64 1 3 22 5,1
7157,9 13 1 1 3 1,1
7158,1 2 1 1 2 0,1
7159,14 8 1 2 1 2,1
7160,28 1 1 1 1 0,1
7161,11 200 2 3 22 52,0
7162,4 12 1 1 4 2,1
7163,0 11 1 1 8 0,1
7164,14 14 3 4 4 0,1
7165,12 1 1 1 1 0,1
7166,9 6 1 1 2 1,1
7167,14 73 3 4 10 17,1
7168,5 33 1 5 7 1,1
7169,15 3 1 1 3 0,1
7170,18 15 1 1 3 3,1
7171,0 9 1 1 5 1,1
7172,11 1 1 1 8 0,1
7173,1 20 2 2 4 5,1
7174,1 25 1 2 7 5,1
7175,2 161 9 7 21 32,1
7176,21 325 5 8 5 71,0
7177,17 55 2 3 8 10,0
7178,0 448 9 8 33 50,1
7179,27 1 1 1 1 0,1
7180,9 1 1 1 1 0,1
7181,11 36 2 2 2 10,1
7182,22 317 8 10 37 84,0
7183,4 93 2 5 15 24,1
7184,7 11 1 1 5 2,1
7185,17 8 1 1 1 2,1
7186,15 241 6 13 24 65,0
7187,20 129 4 8 17 2,0
7188,7 6 2 2 2 0,1
7189,6 13 1 1 2 3,1
7190,38 1 1 1 1 0,1
7191,13 221 8 7 21 40,0
7192,4 343 9 6 22 80,0
7193,4 7 1 1 2 1,1
7194,20 54 1 1 2 10,0
7195,7 14 2 2 9 4,1
7196,1 8 1 1 4 1,1
7197,21 2 1 2 2 0,1
7198,21 25 1 1 6 5,1
7199,22 11 2 3 3 1,1
7200,6 13 1 1 7 0,1
7201,18 1 1 1 1 0,1
7202,4 90 7 9 22 5,1
7203,12 234 4 6 11 39,1
7204,7 44 2 3 3 9,1
7205,21 23 1 1 2 0,1
7206,11 1 1 1 1 0,1
7207,11 85 2 4 5 19,1
7208,13 304 23 17 79 81,0
7209,32 1 1 1 1 0,1
7210,13 227 10 7 23 49,0
7211,28 1 1 1 1 0,1
7212,15 1 1 1 2 0,1
7213,36 202 5 7 8 9,0
7214,7 8 1 1 1 0,1
7215,7 49 2 3 13 9,1
7216,21 26 2 3 6 5,1
7217,15 155 5 9 10 42,1
7218,16 123 7 9 26 40,0
7219,34 12 2 3 6 1,0
7220,27 54 4 3 5 12,1
7221,26 7 1 1 3 1,1
7222,7 5 1 1 1 1,1
7223,18 1 1 1 1 0,1
7224,31 11 1 1 2 1,1
7225,7 60 2 3 6 4,1
7226,11 270 13 13 19 65,0
7227,18 23 3 2 7 6,1
7228,7 100 2 5 17 19,0
7229,23 1 1 1 1 0,1
7230,9 1 1 1 1 0,1
7231,7 46 1 1 6 2,1
7232,11 418 7 9 66 95,0
7233,15 36 1 1 12 5,1
7234,10 10 1 1 3 2,1
7235,15 44 2 5 8 12,1
7236,2 11 1 1 2 2,1
7237,31 1 1 1 1 0,1
7238,9 359 14 15 63 108,0
7239,18 395 8 11 71 28,0
7240,11 14 1 2 3 2,1
7241,12 1 1 1 1 0,1
7242,4 32 1 1 25 1,1
7243,18 74 8 6 11 20,0
7244,11 25 3 3 8 6,1
7245,2 81 5 6 12 17,0
7246,34 1 1 1 1 0,1
7247,15 41 2 2 3 10,0
7248,1 1 1 1 1 0,1
7249,18 42 1 1 7 13,1
7250,15 7 2 5 3 10,1
7251,15 1 1 2 9 7,1
7252,4 43 2 3 3 3,1
7253,11 10 1 2 4 2,1
7254,7 1 1 2 5 4,1
7255,15 211 9 11 16 40,0
7256,7 32 1 3 9 6,1
7257,10 10 2 2 6 1,1
7258,7 15 2 2 6 2,1
7259,9 1 1 1 1 0,1
7260,12 63 4 4 11 17,1
7261,18 14 1 2 2 3,1
7262,9 23 2 2 4 6,1
7263,2 34 2 3 10 7,1
7264,14 134 7 7 15 18,1
7265,17 62 3 6 7 10,0
7266,7 262 8 9 36 50,0
7267,10 9 1 1 4 1,1
7268,4 26 1 3 1 7,1
7269,15 418 7 11 55 94,0
7270,12 161 6 8 21 40,0
7271,17 1 1 1 2 0,1
7272,3 15 1 1 4 3,1
7273,0 1 1 1 2 1,1
7274,23 1 1 1 1 0,1
7275,34 7 2 2 3 1,1
7276,4 157 4 6 25 31,1
7277,7 36 1 2 4 2,1
7278,17 34 3 4 8 8,0
7279,31 29 2 5 5 7,0
7280,15 31 1 4 7 9,0
7281,25 161 2 5 16 21,1
7282,1 6 1 1 2 1,1
7283,22 60 2 3 9 0,1
7284,16 2 1 1 2 0,0
7285,11 16 1 3 2 3,1
7286,1 1 1 1 1 0,1
7287,23 1 1 1 1 0,1
7288,11 1 1 1 1 0,1
7289,15 229 8 9 23 58,0
7290,7 7 1 1 5 0,1
7291,7 6 1 1 2 1,1
7292,29 11 3 3 5 2,1
7293,11 83 3 4 27 2,0
7294,37 7 1 1 4 0,1
